+4373	1
+5033	2
+3571	3
+2540	4
+1350	5
+754	6
+4827	7
+4863	8
+4958	9
+4932	10
+5129	11
+5178	12
+3955	13
+5264	14
+5309	15
+5324	16
+40	17
+132	18
+139	19
+130	20
+118	21
+114	22
+116	23
+99	24
+86	25
+81	26
+58	27
+46	28
+38	29
+34	30
+60	31
+547	32
+490	33
+450	34
+559	35
+558	36
+563	37
+472	38
+491	39
+431	40
+316	41
+378	42
+460	43
+496	44
+572	45
+578	46
+600	47
+618	48
+642	49
+648	50
+655	51
+675	52
+692	53
+2275	54
+2295	55
+2350	56
+2385	57
+2386	58
+2427	59
+2421	60
+2423	61
+2440	62
+2419	63
+2426	64
+2413	65
+2448	66
+2444	67
+2446	68
+2456	69
+2473	70
+2469	71
+2481	72
+2487	73
+2512	74
+2508	75
+2482	76
+2495	77
+2520	78
+2511	79
+2491	80
+2502	81
+2494	82
+2493	83
+2475	84
+2492	85
+2477	86
+2464	87
+2507	88
+2501	89
+2514	90
+2530	91
+2523	92
+2543	93
+2522	94
+2539	95
+2524	96
+2504	97
+2503	98
+2556	99
+2554	100
+2546	101
+2545	102
+2563	103
+2525	104
+2534	105
+2549	106
+2551	107
+2561	108
+2557	109
+2550	110
+2560	111
+2565	112
+2558	113
+2553	114
+2555	115
+2547	116
+2552	117
+2564	118
+2559	119
+2566	120
+2562	121
+2567	122
+2531	123
+2518	124
+3544	125
+2467	126
+2506	127
+2581	128
+2642	129
+2674	130
+2756	131
+2778	132
+2793	133
+2849	134
+2871	135
+2914	136
+2959	137
+2968	138
+2990	139
+2992	140
+3004	141
+3003	142
+3020	143
+3045	144
+3063	145
+3101	146
+3129	147
+3144	148
+3143	149
+3156	150
+3180	151
+3185	152
+3311	153
+3284	154
+3303	155
+3312	156
+3392	157
+3478	158
+3455	159
+3472	160
+3508	161
+3511	162
+3521	163
+3518	164
+3501	165
+3505	166
+3490	167
+3525	168
+3500	169
+3495	170
+3476	171
+3481	172
+3477	173
+3435	174
+3440	175
+3480	176
+3493	177
+3555	178
+3569	179
+3605	180
+3607	181
+3577	182
+3627	183
+599	184
+565	185
+562	186
+567	187
+550	188
+556	189
+538	190
+541	191
+530	192
+536	193
+540	194
+517	195
+525	196
+508	197
+519	198
+520	199
+522	200
+513	201
+528	202
+499	203
+482	204
+478	205
+454	206
+419	207
+408	208
+397	209
+413	210
+404	211
+407	212
+386	213
+350	214
+354	215
+333	216
+348	217
+355	218
+353	219
+342	220
+343	221
+313	222
+337	223
+326	224
+331	225
+321	226
+299	227
+301	228
+324	229
+327	230
+292	231
+237	232
+264	233
+259	234
+287	235
+277	236
+240	237
+376	238
+320	239
+272	240
+262	241
+251	242
+266	243
+248	244
+241	245
+227	246
+231	247
+213	248
+195	249
+143	250
+170	251
+194	252
+253	253
+148	254
+172	255
+260	256
+257	257
+280	258
+296	259
+317	260
+263	261
+218	262
+187	263
+162	264
+113	265
+68	266
+595	267
+587	268
+580	269
+2145	270
+2110	271
+2101	272
+2089	273
+2189	274
+2411	275
+2470	276
+2461	277
+2450	278
+2457	279
+2478	280
+2529	281
+2576	282
+2572	283
+2621	284
+2634	285
+2618	286
+2625	287
+2635	288
+2632	289
+2640	290
+2646	291
+2657	292
+2670	293
+2713	294
+2695	295
+2687	296
+2696	297
+2679	298
+2678	299
+2667	300
+2671	301
+2660	302
+2661	303
+2668	304
+2665	305
+2664	306
+2669	307
+2650	308
+2659	309
+2673	310
+2677	311
+2681	312
+2689	313
+2710	314
+2709	315
+2706	316
+2702	317
+2700	318
+2672	319
+2686	320
+2682	321
+2690	322
+2684	323
+2675	324
+2680	325
+2683	326
+2685	327
+2688	328
+2698	329
+2703	330
+2697	331
+2699	332
+2693	333
+2705	334
+2712	335
+2718	336
+2715	337
+2711	338
+2691	339
+2666	340
+2663	341
+2658	342
+2694	343
+2654	344
+2649	345
+2638	346
+2409	347
+2401	348
+2430	349
+2418	350
+2390	351
+2396	352
+2400	353
+2441	354
+2404	355
+2357	356
+2442	357
+2397	358
+2366	359
+2403	360
+2415	361
+2398	362
+2408	363
+2422	364
+2407	365
+2370	366
+2438	367
+2379	368
+2443	369
+2402	370
+2148	371
+2245	372
+2231	373
+2375	374
+2387	375
+2176	376
+2243	377
+2317	378
+2343	379
+2380	380
+2417	381
+2435	382
+2391	383
+2151	384
+2140	385
+2206	386
+2240	387
+2371	388
+2393	389
+2432	390
+2410	391
+2394	392
+2414	393
+2416	394
+2399	395
+2428	396
+2179	397
+2218	398
+2256	399
+2383	400
+2425	401
+2405	402
+2382	403
+2431	404
+2429	405
+2392	406
+2065	407
+2069	408
+2090	409
+2105	410
+2131	411
+2406	412
+2389	413
+2115	414
+2130	415
+2180	416
+2195	417
+2225	418
+2265	419
+2285	420
+2300	421
+2340	422
+2498	423
+2474	424
+2542	425
+2536	426
+2541	427
+2582	428
+2574	429
+2585	430
+2583	431
+2596	432
+2579	433
+2578	434
+2573	435
+2571	436
+2586	437
+2614	438
+2631	439
+2603	440
+2637	441
+2655	442
+2644	443
+2651	444
+2643	445
+2627	446
+2639	447
+2633	448
+2629	449
+2610	450
+2619	451
+2630	452
+2626	453
+2623	454
+2628	455
+2613	456
+2615	457
+2595	458
+2652	459
+2648	460
+2647	461
+2676	462
+2653	463
+2622	464
+2636	465
+2617	466
+2609	467
+2616	468
+2608	469
+2605	470
+2589	471
+2587	472
+2025	473
+2045	474
+2280	475
+2200	476
+2205	477
+2261	478
+2361	479
+2348	480
+2465	481
+2476	482
+2480	483
+2496	484
+2500	485
+2499	486
+2528	487
+2513	488
+2594	489
+2620	490
+2599	491
+2591	492
+2592	493
+2598	494
+2593	495
+2612	496
+2624	497
+2606	498
+2601	499
+2604	500
+2611	501
+2656	502
+2645	503
+2588	504
+2070	505
+2052	506
+2059	507
+2099	508
+2102	509
+2097	510
+2142	511
+2171	512
+2185	513
+2220	514
+2255	515
+2254	516
+2234	517
+2228	518
+2207	519
+2212	520
+2224	521
+2238	522
+2216	523
+2215	524
+2277	525
+2264	526
+2258	527
+2284	528
+2270	529
+2269	530
+2260	531
+2246	532
+2235	533
+2217	534
+2230	535
+2292	536
+2306	537
+2257	538
+2310	539
+2293	540
+2301	541
+2320	542
+2294	543
+2302	544
+2296	545
+2278	546
+2291	547
+2305	548
+2281	549
+2325	550
+2505	551
+2485	552
+2420	553
+2490	554
+2517	555
+2602	556
+2590	557
+2641	558
+2607	559
+2597	560
+2600	561
+2568	562
+2395	563
+2575	564
+2570	565
+2580	566
+2577	567
+2548	568
+2544	569
+2532	570
+2535	571
+2537	572
+2533	573
+2737	574
+2791	575
+2810	576
+2803	577
+2836	578
+2847	579
+2902	580
+2923	581
+2894	582
+2929	583
+2943	584
+2893	585
+2519	586
+2515	587
+2452	588
+2455	589
+2527	590
+2447	591
+2376	592
+2355	593
+2344	594
+2332	595
+2349	596
+2337	597
+2322	598
+2311	599
+2286	600
+2155	601
+2149	602
+2062	603
+2041	604
+2044	605
+98	606
+102	607
+105	608
+101	609
+93	610
+100	611
+88	612
+87	613
+92	614
+104	615
+90	616
+78	617
+82	618
+95	619
+91	620
+2365	621
+2345	622
+2359	623
+2449	624
+2486	625
+2516	626
+2526	627
+2662	628
+94	629
+97	630
+106	631
+108	632
+80	633
+75	634
+79	635
+77	636
+30	637
+32	638
+31	639
+23	640
+26	641
+28	642
+29	643
+25	644
+21	645
+22	646
+24	647
+27	648
+18	649
+13	650
+11	651
+10	652
+16	653
+15	654
+17	655
+20	656
+35	657
+72	658
+67	659
+50	660
+2459	661
+2471	662
+2458	663
+2509	664
+2462	665
+2468	666
+2488	667
+2484	668
+2451	669
+2454	670
+657	671
+631	672
+650	673
+716	674
+766	675
+703	676
+1020	677
+1058	678
+1145	679
+1148	680
+1229	681
+1341	682
+1275	683
+674	684
+662	685
+659	686
+658	687
+661	688
+649	689
+687	690
+2135	691
+2150	692
+2170	693
+2330	694
+2353	695
+2331	696
+2369	697
+2373	698
+2384	699
+2437	700
+2433	701
+2424	702
+2439	703
+2479	704
+2489	705
+2466	706
+2521	707
+2497	708
+2460	709
+2445	710
+2412	711
+414	712
+428	713
+410	714
+385	715
+358	716
+366	717
+374	718
+403	719
+411	720
+412	721
+2360	722
+2388	723
+2434	724
+2453	725
+2472	726
+2436	727
+2510	728
+2078	729
+2121	730
+2095	731
+2085	732
+2054	733
+2083	734
+2075	735
+2088	736
+2071	737
+2137	738
+2076	739
+2092	740
+2068	741
+2081	742
+2128	743
+2096	744
+2222	745
+2233	746
+2163	747
+2141	748
+2168	749
+2153	750
+2156	751
+2132	752
+2182	753
+2123	754
+2147	755
+2127	756
+2118	757
+2297	758
+2175	759
+2162	760
+2169	761
+2313	762
+2159	763
